Report ID,Reporting Entity,Report Submission Date,Incident Date,City,State,Roadway Type,Crash With,Highest Injury Severity Alleged,SV Pre-Crash Movement,SV Precrash Speed (MPH),Weather - Clear,Weather - Rain,Weather - Fog/Smoke/Haze,Automation System Engaged?,Engagement Status,Within ODD?,Narrative,Incident Year,Incident Month,Incident Month Name,Incident Quarter,Reporting Delay Months
30270-11488,Waymo LLC,2025-09-01,2025-08-01,San Francisco,CA,Street,Passenger Car,Minor W/O Hospitalization,Stopped,0,Y, , ,ADS,Verified Engaged,Yes,"Other than an update to the highest severity injury alleged field to reflect a minor injury (which is also reflected in the narrative below), the content of this report is unchanged from the initial report submitted on August 12, 2025 [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION].
On August [XXX], 2025 at 4:54 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on [XXX] at [XXX]. 
The Waymo AV was stopped in the rightmost lane facing northeast on [XXX] in a queue of traffic at the intersection with [XXX] at a location where the rightmost lane and leftmost lane are separated by a raised transit boarding island. As the queue of traffic advanced, the Waymo AV began moving forward. A scooterist traveling northeastbound in the rightmost lane proceeded to pass to the right of the Waymo AV followed closely by a cyclist, and the Waymo AV shifted left towards the raised boarding island and slowed to a stop to yield to the scooterist and cyclist. A passenger car traveling behind the Waymo AV approached the Waymo AV from behind and the front of the passenger car made contact with the rear of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. The passenger of the Waymo AV later alleged a minor injury.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,8,August,3,1
30270-11791,Waymo LLC,2025-10-01,2025-09-01,Los Angeles,CA,Intersection,Passenger Car,Property Damage. No Injured Reported,Stopped,0,Y, , ,ADS,Verified Engaged,Yes,"On September [XXX], 2025 at 10:29 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a passenger car on [XXX] and [XXX]. 

The Waymo AV was stopped facing west on Franklin Avenue in the second to the left designated left turn lane for a red light at the intersection at [XXX] Avenue. While the Waymo AV was stopped, a passenger car that was traveling northbound in the rightmost lane on [XXX] Avenue attempted to make a right turn onto eastbound [XXX] Avenue. As the passenger car was making the right turn, the passenger car crossed the double yellow lane line and the front of the passenger car made contact with the left side of a second passenger car that was stopped facing west in the leftmost designated left turn lane on [XXX] Avenue. The right side of the second passenger car then made contact with the left side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV, the first passenger car, and the second passenger car sustained damage. 

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away and because of airbag deployment. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,9,September,3,1
30270-11791,Waymo LLC,2025-11-01,2025-09-01,Los Angeles,CA,Intersection,Passenger Car,Minor W/O Hospitalization,Stopped,0,Y, , ,ADS,Verified Engaged,Yes,"Other than an update to the highest severity injury alleged field to reflect a minor injury, the content of this report is unchanged from the initial report submitted on October 2, 2025 [Report ID # 30270-11791-1].

On September [XXX], 2025 at 10:29 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a passenger car on [XXX] at [XXX]. 

The Waymo AV was stopped facing west on Franklin Avenue in the second to the left designated left turn lane for a red light at the intersection at [XXX] Avenue. While the Waymo AV was stopped, a passenger car that was traveling northbound in the rightmost lane on Highland Avenue attempted to make a right turn onto eastbound [XXX] Avenue. As the passenger car was making the right turn, the passenger car crossed the double yellow lane line and the front of the passenger car made contact with the left side of a second passenger car that was stopped facing west in the leftmost designated left turn lane on [XXX] Avenue. The right side of the second passenger car then made contact with the left side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV, the first passenger car, and the second passenger car sustained damage. Waymo later received notice of an alleged minor injury from the passenger in the Waymo AV.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away and because of airbag deployment. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,9,September,3,2
30270-11849,Waymo LLC,2025-10-01,2025-10-01,Los Angeles,CA,Street,SUV,Property Damage. No Injured Reported,Parked,0,Y, , ,ADS,Verified Engaged,Yes,"On October [XXX], 2025 at 10:16 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving an SUV on [XXX] near [XXX]. 

The Waymo AV was parked at the curb facing north on [XXX] for a passenger drop-off with hazard lights activated. An SUV traveling northbound on [XXX] maneuvered towards the parked Waymo AV. As the SUV approached the Waymo AV from behind, the front of the SUV made contact with the rear left side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,10,October,4,0
30270-11849,Waymo LLC,2025-11-01,2025-10-01,Los Angeles,CA,Street,SUV,Unknown,Parked,0,Y, , ,ADS,Verified Engaged,Yes,"Other than an update to the highest severity injury alleged field to reflect an unknown  injury level, the content of this report is unchanged from the initial report submitted on October [XXX], 2025 [Report ID # 30270-11849-1].

On October [XXX], 2025 at 10:16 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving an SUV on [XXX] near [XXX]. 

The Waymo AV was parked at the curb facing north on [XXX] for a passenger drop-off with hazard lights activated. An SUV traveling northbound on [XXX] maneuvered towards the parked Waymo AV. As the SUV approached the Waymo AV from behind, the front of the SUV made contact with the rear left side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. Waymo later received notice of alleged unknown injuries from the passengers in the Waymo AV.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,10,October,4,1
30270-14096,Waymo LLC,2026-03-01,2026-02-01,Austin,TX,Street,Passenger Car,Property Damage. No Injured Reported,Proceeding Straight,32,Y, , ,ADAS,Verified Engaged,Yes,"On February [XXX], 2026 at 10:34 PM CT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Austin, Texas was in a collision involving a passenger car on [XXX] at [XXX].

The Waymo AV was traveling eastbound in the second from the left lane on [XXX] as it approached the green light at the intersection with [XXX] when a passenger car that was initially stopped in a queue of traffic in the designated left turn lane of [XXX] maneuvered to the right to change lanes and entered the Waymo AV's lane of travel. The Waymo AV maneuvered to the right to avoid the incoming passenger car and the front right side of the passenger car made contact with the left side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",2026,2,February,1,1
30270-14096,Waymo LLC,2026-04-01,2026-02-01,Austin,TX,Street,Passenger Car,Property Damage. No Injured Reported,Proceeding Straight,32,Y, , ,ADS,Verified Engaged,Yes,"Other than a correction to indicate that the automation system engaged was an ADS rather than an ADAS, the content of this report is unchanged from the initial report submitted on March 13, 2026 [Report ID # [XXX]

On February [XXX], 2026 at 10:34 PM CT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Austin, Texas was in a collision involving a passenger car on [XXX] at [XXX].

The Waymo AV was traveling eastbound in the second from the left lane on [XXX] as it approached the green light at the intersection with [XXX] when a passenger car that was initially stopped in a queue of traffic in the designated left turn lane of [XXX] maneuvered to the right to change lanes and entered the Waymo AV's lane of travel. The Waymo AV maneuvered to the right to avoid the incoming passenger car and the front right side of the passenger car made contact with the left side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",2026,2,February,1,2
30413-11593,May Mobility,2025-12-01,2025-08-01,Peachtree Corners,GA,Intersection,Passenger Car,Minor W/O Hospitalization,Proceeding Straight,13,Y, , ,ADS,Verified Engaged,Yes,"The May vehicle was travelling in an autonomous vehicle (AV) only lane approaching an intersection.  A vehicle travelling to the left of the May shuttle (ego) in the non-AV lane performed a right hand turn across the May vehicleÂ¢ÃÂÃÂs path.  Given the full stopping power and the limited space with which the ego had to stop, the ego was physically unable to stop in time before impact.  The primary factor that led to this collision was human error on the part of the other vehicle that was required to yield to through traffic in the AV lane but did not.  Right turns across a straight lane are uncommon, and drivers are typically not used to them, however there are several signs that instruct other traffic to yield to the vehicles in the AV lane.  There were no autonomy faults or errors which led to this incident.
Update:
There was no indication of injury or request for medical attention at the scene. The police report states ""Driver 1 complained of neck pain."" For this reason, we are updating the highest severity injury alleged field to reflect the âminor w/o hospitalizationâ injury level. The remaining content of this report is unchanged from the initial report submitted on September [XXX], 2025, Report ID #[XXX].",2025,8,August,3,4
30413-11593,May Mobility,2025-09-01,2025-08-01,Peachtree Corners,GA,Intersection,Passenger Car,No Injured Reported,Proceeding Straight,13,Y, , ,ADS,Verified Engaged,Yes,"The May vehicle was travelling in an autonomous vehicle (AV) only lane approaching an intersection.  A vehicle travelling to the left of the May shuttle (ego) in the non-AV lane performed a right hand turn across the May vehicle¢ÂÂs path.  Given the full stopping power and the limited space with which the ego had to stop, the ego was physically unable to stop in time before impact.  The primary factor that led to this collision was human error on the part of the other vehicle that was required to yield to through traffic in the AV lane but did not.  Right turns across a straight lane are uncommon, and drivers are typically not used to them, however there are several signs that instruct other traffic to yield to the vehicles in the AV lane.  There were no autonomy faults or errors which led to this incident.",2025,8,August,3,1
30610-11847,"Zoox, Inc.",2025-10-01,2025-10-01,Las Vegas,NV,Street,SUV,Property Damage. No Injured Reported,Proceeding Straight,30,Y, , ,ADS,Verified Engaged,Yes,"An unoccupied Zoox autonomous vehicle was traveling in the right lane on southbound [XXX] towards [XXX] in Las Vegas. The driver of an SUV (Vehicle 2) traveling ahead in the same direction in the adjacent lane to the left suddenly veered right into the path of the Zoox vehicle without using a turn signal, making contact with the left rear wheel and fender, and left side body panels, doors, and rocker. The Zoox vehicle then gradually braked to a stop in the right lane. The Zoox vehicle was towed from the scene for inspection. The Zoox vehicle sustained moderate damage, while Vehicle 2 appears to have sustained damage to the right side fender panel and front bumper. There were no reported injuries, and the police were not called. Zoox is submitting this updated report to correct a previous reporting error in the location field.",2025,10,October,4,0
30610-11847,"Zoox, Inc.",2025-10-01,2025-10-01,Las Vegas,NV,Street,SUV,Property Damage. No Injured Reported,Proceeding Straight,30,Y, , ,ADS,Verified Engaged,Yes,"An unoccupied Zoox autonomous vehicle was traveling in the right lane on eastbound [XXX] past [XXX] in Las Vegas. The driver of an SUV (Vehicle 2) traveling ahead in the same direction in the adjacent lane to the left suddenly veered right into the path of the Zoox vehicle without using a turn signal, making contact with the left rear wheel and fender, and left side body panels, doors, and rocker. The Zoox vehicle then gradually braked to a stop in the right lane. The Zoox vehicle was towed from the scene for inspection. The Zoox vehicle sustained moderate damage, while Vehicle 2 appears to have sustained damage to the right side fender panel and front bumper. There were no reported injuries, and the police were not called.",2025,10,October,4,0
31101-13612,Avride Inc.,2026-01-01,2025-12-01,Dallas,TX,Street,Pickup Truck,Minor W/O Hospitalization,Proceeding Straight,14,Y, , ,ADS,Verified Engaged,Yes,"There was no indication o                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     f injury or request for medical attention at the scene. We received notification of injury from the other party's insurance company on January 16, 2026. For this reason, we are updating the highest severity injury alleged as (""minor without hospitalization."") The remaining content of this report is unchanged from the initial report submitted on January 13, 2026.
On December [XXX], 2025 at 5:11 PM, an AVRIDE autonomous vehicle (the ""AVRIDE AV"") was in a collision in Dallas, Texas on [XXX] near [XXX]. The AVRIDE AV was traveling southeastbound on [XXX] engaged in autonomous mode when it approached a pickup truck parked on the right curb with both doors open. As the AVRIDE AV proceeded to pass the parked pickup truck, the right side of the AVRIDE AV made contact with the open front left side door of the parked pickup truck. Following the collision, the AVRIDE AV pulled over to the side of the road. Both vehicles sustained minor damage. There were no reported injuries.",2025,12,December,4,1
31101-13612,Avride Inc.,2026-01-01,2025-12-01,Dallas,TX,Street,Pickup Truck,Property Damage. No Injured Reported,Proceeding Straight,14,Y, , ,ADS,Verified Engaged,Yes,"On December [XXX], 2025 at 5:11 PM, an AVRIDE autonomous vehicle (the ¢ÂÂ AVRIDE AVÃ¢ÂÂ) was in a collision in Dallas, Texas on [XXX] near [XXX]. The AVRIDE AV was traveling southeastbound on [XXX] engaged in autonomous mode when it approached a pickup truck parked on the right curb with both doors open. As the AVRIDE AV proceeded to pass the parked pickup truck, the right side of the AVRIDE AV made contact with the open front left side door of the parked pickup truck. Following the collision, the AVRIDE AV pulled over to the side of the road. Both vehicles sustained minor damage. There were no reported injuries.",2025,12,December,4,1
31101-13612,Avride Inc.,2026-01-01,2025-12-01,Dallas,TX,Street,Pickup Truck,No Injured Reported,Proceeding Straight,14,Y, , ,ADS,Verified Engaged,Yes,"On December [XXX], 2025 at 5:11 PM, an AVRIDE autonomous vehicle (the  AVRIDE AVâ) was in a collision in Dallas, Texas on [XXX] near [XXX]. The AVRIDE AV was traveling southeastbound on [XXX] engaged in autonomous mode when it approached a pickup truck parked on the right curb with both doors open. As the AVRIDE AV proceeded to pass the parked pickup truck, the right side of the AVRIDE AV made contact with the open front left side door of the parked pickup truck. Following the collision, the AVRIDE AV pulled over to the side of the road. Both vehicles sustained minor damage. There were no reported injuries.",2025,12,December,4,1
31101-13615,Avride Inc.,2026-01-01,2025-12-01,Austin,TX,Street,Passenger Car,No Injured Reported,Changing Lanes,16,Y, , ,ADS,Verified Engaged,Yes,"On December [XXX], 2025 at 7:23 PM, an AVRIDE autonomous vehicle (the ""AVRIDE AV"") was in a collision in Austin, Texas. The AVRIDE AV was traveling eastbound on [XXX] in autonomous mode engaged, preparing to turn left onto [XXX]. As the AVRIDE AV began to enter the turn lane on [XXX], a passenger car traveling in front of the AVRIDE AV moved into the AVRIDE AVs lane of travel and the rear left side of the passenger car made contact with the front right fender of the AVRIDE AV. Both vehicles sustained damage. There were no reported injuries.",2025,12,December,4,1
31101-13615,Avride Inc.,2026-01-01,2025-12-01,Austin,TX,Street,Passenger Car,Property Damage. No Injured Reported,Changing Lanes,16,Y, , ,ADS,Verified Engaged,Yes,"On December [XXX], 2025 at 7:23 PM, an AVRIDE autonomous vehicle (the ""AVRIDE AV"") was in a collision in Austin, Texas. The AVRIDE AV was traveling eastbound on [XXX] in autonomous mode engaged, preparing to turn left onto [XXX]. As the AVRIDE AV began to enter the turn lane on [XXX], a passenger car traveling in front of the AVRIDE AV moved into the AVRIDE AV¢ÂÂs lane of travel and the rear left side of the passenger car made contact with the front right fender of the AVRIDE AV. Both vehicles sustained damage. There were no reported injuries.",2025,12,December,4,1
31101-13620,Avride Inc.,2026-01-01,2025-12-01,Dallas,TX,Street,Pickup Truck,No Injured Reported,Proceeding Straight,24,Y, , ,ADS,Verified Engaged,Yes,"On December [XXX], 2025 at 7:35 PM, an AVRIDE autonomous vehicle (the ""AVRIDE AV"") was in a collision in Dallas, Texas on [XXX] near [XXX]. The AVRIDE AV was traveling southwestbound in the rightmost lane on [XXX] engaged in autonomous mode. A pickup truck traveling in eastbound in the center lane began to change lanes into the AVRIDE AVs lane of travel and the right side of the truck made contact with the left side of the AVRIDE AV. No damage was observed to either vehicle and no injuries were reported.",2025,12,December,4,1
31101-13620,Avride Inc.,2026-01-01,2025-12-01,Dallas,TX,Street,Pickup Truck,No Injured Reported,Proceeding Straight,24,Y, , ,ADS,Verified Engaged,Yes,"On December [XXX], 2025 at 7:35 PM, an AVRIDE autonomous vehicle (the ""AVRIDE AV"") was in a collision in Dallas, Texas on [XXX] near [XXX]. The AVRIDE AV was traveling southeastbound in the rightmost lane on [XXX] engaged in autonomous mode. A pickup truck traveling in eastbound in the left lane began to change lanes into the AVRIDE AV's lane of travel and the right side of the truck made contact with the left side of the AVRIDE AV. No damage was observed to either vehicle and no injuries were reported.",2025,12,December,4,1
31101-14065,Avride Inc.,2026-02-01,2026-02-01,Dallas,TX,Street,Pickup Truck,No Injured Reported,Proceeding Straight,25,Y, , ,ADS,Verified Engaged,Yes,"On February [XXX], 2026 at 9:06 PM, an AVRIDE autonomous vehicle (the ""AVRIDE AV"") was in a collision in Dallas, Texas at the intersection of [XXX] and [XXX]. The AVRIDE AV was traveling northbound on [XXX] engaged in autonomous mode entering the intersection at [XXX]. The AVRIDE AV entered the intersection with the green light when a pickup truck proceeded to enter the intersection from [XXX] after driving through a red light without stopping. In the intersection, the front of the pickup truck made contact with the right side of the AVRIDE AV. Airbags were deployed on the AVRIDE AV. Both vehicles sustained damage. No injuries were reported.",2026,2,February,1,0
31101-14065,Avride Inc.,2026-02-01,2026-02-01,Dallas,TX,Street,Pickup Truck,Property Damage. No Injured Reported,Proceeding Straight,25,Y, , ,ADS,Verified Engaged,Yes,"On February [XXX], 2026 at 9:06 PM, an AVRIDE autonomous vehicle (the ""AVRIDE AV"") was in a collision in Dallas, Texas at the intersection of [XXX] and [XXX]. The AVRIDE AV was traveling northbound on [XXX] engaged in autonomous mode entering the intersection at [XXX]. The AVRIDE AV entered the intersection with the green light when a pickup truck proceeded to enter the intersection from [XXX] after driving through a red light without stopping. In the intersection, the front of the pickup truck made contact with the right side of the AVRIDE AV. Airbags were deployed on the AVRIDE AV. Both vehicles sustained damage. No injuries were reported.",2026,2,February,1,0
31101-14647,Avride Inc.,2026-04-01,2026-03-01,Dallas,TX,Street,"Other, see Narrative",No Injured Reported,Proceeding Straight,29,Y, , ,ADS,Verified Engaged,Yes,"On March [XXX], 2026 at 3:54 PM, an AVRIDE autonomous vehicle (the ""AVRIDE AV"") was in a collision in Dallas, Texas on [XXX] near [XXX]. The AVRIDE AV was driving northeastbound in the right lane on [XXX] in autonomous mode when it approached a traffic sign laying down in the right lane. Upon noticing the sign, the AVRIDE AV moved into the left lane. While moving into the left lane, the right front of the AVRIDE AV made contact with the road sign. The AVRIDE AV sustained minor damage. No injuries were reported.",2026,3,March,1,1
31101-14647,Avride Inc.,2026-04-01,2026-04-01,Dallas,TX,Street,"Other, see Narrative",No Injured Reported,Proceeding Straight,29,Y, , ,ADS,Verified Engaged,Yes,"On March [XXX], 2026 at 3:54 PM, an AVRIDE autonomous vehicle (the ""AVRIDE AV"") was in a collision in Dallas, Texas on [XXX] near [XXX]. The AVRIDE AV was driving northeastbound in the right lane on [XXX] in autonomous mode when it approached a traffic sign laying down in the right lane. Upon noticing the sign, the AVRIDE AV moved into the left lane. While moving into the left lane, the right front of the AVRIDE AV made contact with the road sign. The AVRIDE AV sustained minor damage. No injuries were reported.",2026,4,April,2,0
669-11335,Hyundai Motor America,2025-07-01,2025-06-01,Paradise,NV,Intersection,SUV,No Injured Reported,"Other, see Narrative",0,Y, , ,ADS,Verified Engaged,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",2025,6,June,2,1
669-11335,Hyundai Motor America,2025-07-01,2025-06-01,Paradise,NV,Intersection,SUV,No Injured Reported,"Other, see Narrative",0,Y, , ,ADS,Verified Engaged,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","In collaboration with Motional, below is a summary based on their statement:
A Motional AV with VIN [XXX] was operating in autonomous mode in Las Vegas, Nevada at approximately 5:06PM PT, with a safety driver at the wheel and an engineer in the front passenger seat.
The AV was traveling [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]. On the median of the road after the intersection were a series of traffic cones immediately to the AV's left. A piece of debris, which upon viewing the video recording appears to be a large garbage bag, was stuck on and hanging from the lead cone into the road. The AV perceived this debris as a road obstruction, causing the AV to brake. An SUV taxi was following the AV and made physical contact with the rear of the AV.
Following the contact, the safety driver assumed control of the vehicle and safely pulled over to a safe location to initiate Motional's incident response protocol. The rear of the AV had a minor dent less than $1000 in damage, and there were no injuries, nor were airbags deployed. Law enforcement was not contacted at the time of the incident.
Law enforcement was not contacted at the time of the incident if a police report becomes available, a copy may be provided by Motional.",2025,6,June,2,1
